region,geography_level,fiscal_year_end_year,fiscal_year_label,period_start_date,period_end_date,data_type,series,record_type,capacity_gw,module_type,value_basis
Karnataka,State,2049,FY2048-49,2048-04-01,2049-03-31,Forecast,Medium,Annual addition,0.5948233894,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2049,FY2048-49,2048-04-01,2049-03-31,Forecast,High,Annual addition,0.6971114142,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2050,FY2049-50,2049-04-01,2050-03-31,Forecast,Conservative,Annual addition,0.3556597494,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2050,FY2049-50,2049-04-01,2050-03-31,Forecast,Medium,Annual addition,0.5858610239,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Karnataka,State,2050,FY2049-50,2049-04-01,2050-03-31,Forecast,High,Annual addition,0.6902591984,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2014,FY2013-14,,2014-03-31,Historical,Actual,Opening stock,0.25132,Unspecified,Observed cumulative stock as of 2014-03-31; installation-age distribution unresolved
Maharashtra,State,2015,FY2014-15,2014-04-01,2015-03-31,Historical,Actual,Annual addition,0.11245,Unspecified,Difference of consecutive historical cumulative capacities
Maharashtra,State,2016,FY2015-16,2015-04-01,2016-03-31,Historical,Actual,Annual addition,0.02711,Unspecified,Difference of consecutive historical cumulative capacities
Maharashtra,State,2017,FY2016-17,2016-04-01,2017-03-31,Historical,Actual,Annual addition,0.09351,Unspecified,Difference of consecutive historical cumulative capacities
Maharashtra,State,2018,FY2017-18,2017-04-01,2018-03-31,Historical,Actual,Annual addition,0.67406,Unspecified,Difference of consecutive historical cumulative capacities
Maharashtra,State,2019,FY2018-19,2018-04-01,2019-03-31,Historical,Actual,Annual addition,0.52339,Unspecified,Difference of consecutive historical cumulative capacities
Maharashtra,State,2020,FY2019-20,2019-04-01,2020-03-31,Historical,Actual,Annual addition,0.17252,Unspecified,Difference of consecutive historical cumulative capacities
Maharashtra,State,2021,FY2020-21,2020-04-01,2021-03-31,Historical,Actual,Annual addition,0.49725,Unspecified,Difference of consecutive historical cumulative capacities
Maharashtra,State,2022,FY2021-22,2021-04-01,2022-03-31,Historical,Actual,Annual addition,0.27941,Unspecified,Difference of consecutive historical cumulative capacities
Maharashtra,State,2023,FY2022-23,2022-04-01,2023-03-31,Historical,Actual,Annual addition,2.09188,Unspecified,Difference of consecutive historical cumulative capacities
Maharashtra,State,2024,FY2023-24,2023-04-01,2024-03-31,Historical,Actual,Annual addition,1.52677,Unspecified,Difference of consecutive historical cumulative capacities
Maharashtra,State,2025,FY2024-25,2024-04-01,2025-03-31,Historical,Actual,Annual addition,4.4376,Unspecified,Difference of consecutive historical cumulative capacities
Maharashtra,State,2026,FY2025-26,2025-04-01,2026-03-31,Historical,Actual,Annual addition,8.9349,Unspecified,Difference of consecutive historical cumulative capacities
Maharashtra,State,2027,FY2026-27,2026-04-01,2027-03-31,Forecast,Conservative,Annual addition,8.5823167754,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2027,FY2026-27,2026-04-01,2027-03-31,Forecast,Medium,Annual addition,9.9416734136,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2027,FY2026-27,2026-04-01,2027-03-31,Forecast,High,Annual addition,10.3953225162,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2028,FY2027-28,2027-04-01,2028-03-31,Forecast,Conservative,Annual addition,11.5944461249,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2028,FY2027-28,2027-04-01,2028-03-31,Forecast,Medium,Annual addition,15.1074903861,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2028,FY2027-28,2027-04-01,2028-03-31,Forecast,High,Annual addition,16.4669866060,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2029,FY2028-29,2028-04-01,2029-03-31,Forecast,Conservative,Annual addition,12.3506328507,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2029,FY2028-29,2028-04-01,2029-03-31,Forecast,Medium,Annual addition,19.5405748987,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2029,FY2028-29,2028-04-01,2029-03-31,Forecast,High,Annual addition,22.8949694376,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2030,FY2029-30,2029-04-01,2030-03-31,Forecast,Conservative,Annual addition,11.3531632514,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2030,FY2029-30,2029-04-01,2030-03-31,Forecast,Medium,Annual addition,22.6189779234,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2030,FY2029-30,2029-04-01,2030-03-31,Forecast,High,Annual addition,29.2100461624,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2031,FY2030-31,2030-04-01,2031-03-31,Forecast,Conservative,Annual addition,9.1068171870,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2031,FY2030-31,2030-04-01,2031-03-31,Forecast,Medium,Annual addition,23.0499292544,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2031,FY2030-31,2030-04-01,2031-03-31,Forecast,High,Annual addition,33.4374836305,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2032,FY2031-32,2031-04-01,2032-03-31,Forecast,Conservative,Annual addition,6.5392058767,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2032,FY2031-32,2031-04-01,2032-03-31,Forecast,Medium,Annual addition,20.6318598398,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2032,FY2031-32,2031-04-01,2032-03-31,Forecast,High,Annual addition,33.8401985090,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2033,FY2032-33,2032-04-01,2033-03-31,Forecast,Conservative,Annual addition,4.3313257062,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2033,FY2032-33,2032-04-01,2033-03-31,Forecast,Medium,Annual addition,16.4307329686,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2033,FY2032-33,2032-04-01,2033-03-31,Forecast,High,Annual addition,30.2360011471,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2034,FY2033-34,2033-04-01,2034-03-31,Forecast,Conservative,Annual addition,2.7175580853,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2034,FY2033-34,2033-04-01,2034-03-31,Forecast,Medium,Annual addition,11.9093876714,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2034,FY2033-34,2033-04-01,2034-03-31,Forecast,High,Annual addition,24.1524016687,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2035,FY2034-35,2034-04-01,2035-03-31,Forecast,Conservative,Annual addition,1.6474806538,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2035,FY2034-35,2034-04-01,2035-03-31,Forecast,Medium,Annual addition,8.0557936846,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2035,FY2034-35,2034-04-01,2035-03-31,Forecast,High,Annual addition,17.6239067508,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2036,FY2035-36,2035-04-01,2036-03-31,Forecast,Conservative,Annual addition,0.9780428787,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2036,FY2035-36,2035-04-01,2036-03-31,Forecast,Medium,Annual addition,5.1975683063,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2036,FY2035-36,2035-04-01,2036-03-31,Forecast,High,Annual addition,12.0288908738,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2037,FY2036-37,2036-04-01,2037-03-31,Forecast,Conservative,Annual addition,0.5734134180,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2037,FY2036-37,2036-04-01,2037-03-31,Forecast,Medium,Annual addition,3.2519029546,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2037,FY2036-37,2036-04-01,2037-03-31,Forecast,High,Annual addition,7.8403346414,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2038,FY2037-38,2037-04-01,2038-03-31,Forecast,Conservative,Annual addition,0.3337240064,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2038,FY2037-38,2037-04-01,2038-03-31,Forecast,Medium,Annual addition,1.9955914181,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2038,FY2037-38,2037-04-01,2038-03-31,Forecast,High,Annual addition,4.9578596122,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2039,FY2038-39,2038-04-01,2039-03-31,Forecast,Conservative,Annual addition,0.1933959709,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2039,FY2038-39,2038-04-01,2039-03-31,Forecast,Medium,Annual addition,1.2101231724,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2039,FY2038-39,2038-04-01,2039-03-31,Forecast,High,Annual addition,3.0753364769,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2040,FY2039-40,2039-04-01,2040-03-31,Forecast,Conservative,Annual addition,0.1117966416,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2040,FY2039-40,2039-04-01,2040-03-31,Forecast,Medium,Annual addition,0.7285198543,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2040,FY2039-40,2039-04-01,2040-03-31,Forecast,High,Annual addition,1.8848886859,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2041,FY2040-41,2040-04-01,2041-03-31,Forecast,Conservative,Annual addition,0.0645336509,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2041,FY2040-41,2040-04-01,2041-03-31,Forecast,Medium,Annual addition,0.4366730986,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2041,FY2040-41,2040-04-01,2041-03-31,Forecast,High,Annual addition,1.1467823474,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2042,FY2041-42,2041-04-01,2042-03-31,Forecast,Conservative,Annual addition,0.0372206103,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2042,FY2041-42,2041-04-01,2042-03-31,Forecast,Medium,Annual addition,0.2610559347,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2042,FY2041-42,2041-04-01,2042-03-31,Forecast,High,Annual addition,0.6945890507,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2043,FY2042-43,2042-04-01,2043-03-31,Forecast,Conservative,Annual addition,0.0214571947,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2043,FY2042-43,2042-04-01,2043-03-31,Forecast,Medium,Annual addition,0.1558224639,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2043,FY2042-43,2042-04-01,2043-03-31,Forecast,High,Annual addition,0.4195596668,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2044,FY2043-44,2043-04-01,2044-03-31,Forecast,Conservative,Annual addition,0.0123663800,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2044,FY2043-44,2043-04-01,2044-03-31,Forecast,Medium,Annual addition,0.0929223466,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2044,FY2043-44,2043-04-01,2044-03-31,Forecast,High,Annual addition,0.2530146648,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2045,FY2044-45,2044-04-01,2045-03-31,Forecast,Conservative,Annual addition,0.0071259568,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2045,FY2044-45,2044-04-01,2045-03-31,Forecast,Medium,Annual addition,0.0553819033,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2045,FY2044-45,2044-04-01,2045-03-31,Forecast,High,Annual addition,0.1524288023,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2046,FY2045-46,2045-04-01,2046-03-31,Forecast,Conservative,Annual addition,0.0041058585,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2046,FY2045-46,2045-04-01,2046-03-31,Forecast,Medium,Annual addition,0.0329967451,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2046,FY2045-46,2045-04-01,2046-03-31,Forecast,High,Annual addition,0.0917759530,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2047,FY2046-47,2046-04-01,2047-03-31,Forecast,Conservative,Annual addition,0.0023656030,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2047,FY2046-47,2046-04-01,2047-03-31,Forecast,Medium,Annual addition,0.0196556874,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2047,FY2046-47,2046-04-01,2047-03-31,Forecast,High,Annual addition,0.0552375645,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2048,FY2047-48,2047-04-01,2048-03-31,Forecast,Conservative,Annual addition,0.0013629080,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2048,FY2047-48,2047-04-01,2048-03-31,Forecast,Medium,Annual addition,0.0117072283,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2048,FY2047-48,2047-04-01,2048-03-31,Forecast,High,Annual addition,0.0332388579,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2049,FY2048-49,2048-04-01,2049-03-31,Forecast,Conservative,Annual addition,0.0007852059,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2049,FY2048-49,2048-04-01,2049-03-31,Forecast,Medium,Annual addition,0.0069725139,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2049,FY2048-49,2048-04-01,2049-03-31,Forecast,High,Annual addition,0.0199986679,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2050,FY2049-50,2049-04-01,2050-03-31,Forecast,Conservative,Annual addition,0.0004523726,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2050,FY2049-50,2049-04-01,2050-03-31,Forecast,Medium,Annual addition,0.0041524700,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Maharashtra,State,2050,FY2049-50,2049-04-01,2050-03-31,Forecast,High,Annual addition,0.0120315613,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2014,FY2013-14,,2014-03-31,Historical,Actual,Opening stock,0.75625,Unspecified,Observed cumulative stock as of 2014-03-31; installation-age distribution unresolved
Rajasthan,State,2015,FY2014-15,2014-04-01,2015-03-31,Historical,Actual,Annual addition,0.24398,Unspecified,Difference of consecutive historical cumulative capacities
Rajasthan,State,2016,FY2015-16,2015-04-01,2016-03-31,Historical,Actual,Annual addition,0.34586,Unspecified,Difference of consecutive historical cumulative capacities
Rajasthan,State,2017,FY2016-17,2016-04-01,2017-03-31,Historical,Actual,Annual addition,0.5619,Unspecified,Difference of consecutive historical cumulative capacities
Rajasthan,State,2018,FY2017-18,2017-04-01,2018-03-31,Historical,Actual,Annual addition,0.3882,Unspecified,Difference of consecutive historical cumulative capacities
Rajasthan,State,2019,FY2018-19,2018-04-01,2019-03-31,Historical,Actual,Annual addition,1.04475,Unspecified,Difference of consecutive historical cumulative capacities
Rajasthan,State,2020,FY2019-20,2019-04-01,2020-03-31,Historical,Actual,Annual addition,1.66843,Unspecified,Difference of consecutive historical cumulative capacities
Rajasthan,State,2021,FY2020-21,2020-04-01,2021-03-31,Historical,Actual,Annual addition,0.83736,Unspecified,Difference of consecutive historical cumulative capacities
Rajasthan,State,2022,FY2021-22,2021-04-01,2022-03-31,Historical,Actual,Annual addition,6.71814,Unspecified,Difference of consecutive historical cumulative capacities
Rajasthan,State,2023,FY2022-23,2022-04-01,2023-03-31,Historical,Actual,Annual addition,4.49083,Unspecified,Difference of consecutive historical cumulative capacities
Rajasthan,State,2024,FY2023-24,2023-04-01,2024-03-31,Historical,Actual,Annual addition,4.29188,Unspecified,Difference of consecutive historical cumulative capacities
Rajasthan,State,2025,FY2024-25,2024-04-01,2025-03-31,Historical,Actual,Annual addition,6.93889,Unspecified,Difference of consecutive historical cumulative capacities
Rajasthan,State,2026,FY2025-26,2025-04-01,2026-03-31,Historical,Actual,Annual addition,12.72615,Unspecified,Difference of consecutive historical cumulative capacities
Rajasthan,State,2027,FY2026-27,2026-04-01,2027-03-31,Forecast,Conservative,Annual addition,11.9667137248,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2027,FY2026-27,2026-04-01,2027-03-31,Forecast,Medium,Annual addition,13.0070064278,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2027,FY2026-27,2026-04-01,2027-03-31,Forecast,High,Annual addition,13.5605763331,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2028,FY2027-28,2027-04-01,2028-03-31,Forecast,Conservative,Annual addition,15.1224022754,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2028,FY2027-28,2027-04-01,2028-03-31,Forecast,Medium,Annual addition,17.0618360921,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2028,FY2027-28,2027-04-01,2028-03-31,Forecast,High,Annual addition,18.1767188006,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2029,FY2028-29,2028-04-01,2029-03-31,Forecast,Conservative,Annual addition,17.0089038778,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2029,FY2028-29,2028-04-01,2029-03-31,Forecast,Medium,Annual addition,20.5981206607,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2029,FY2028-29,2028-04-01,2029-03-31,Forecast,High,Annual addition,22.8338028026,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2030,FY2029-30,2029-04-01,2030-03-31,Forecast,Conservative,Annual addition,18.0710415550,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2030,FY2029-30,2029-04-01,2030-03-31,Forecast,Medium,Annual addition,23.8604224954,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2030,FY2029-30,2029-04-01,2030-03-31,Forecast,High,Annual addition,27.8391590895,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2031,FY2030-31,2030-04-01,2031-03-31,Forecast,Conservative,Annual addition,18.0734768163,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2031,FY2030-31,2030-04-01,2031-03-31,Forecast,Medium,Annual addition,26.3512431506,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2031,FY2030-31,2030-04-01,2031-03-31,Forecast,High,Annual addition,32.7305904887,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2032,FY2031-32,2031-04-01,2032-03-31,Forecast,Conservative,Annual addition,17.0156467018,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2032,FY2031-32,2031-04-01,2032-03-31,Forecast,Medium,Annual addition,27.6114176591,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2032,FY2031-32,2031-04-01,2032-03-31,Forecast,High,Annual addition,36.8771265863,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2033,FY2032-33,2032-04-01,2033-03-31,Forecast,Conservative,Annual addition,15.1320230415,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2033,FY2032-33,2032-04-01,2033-03-31,Forecast,Medium,Annual addition,27.3828341460,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2033,FY2032-33,2032-04-01,2033-03-31,Forecast,High,Annual addition,39.6075545145,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
Rajasthan,State,2034,FY2033-34,2033-04-01,2034-03-31,Forecast,Conservative,Annual addition,12.7896770524,Unspecified,Difference of consecutive unrounded cumulative forecast capacities supplied by user; FY2026-27 uses reconstructed FY2025-26 historical cumulative capacity
